Item Name,Category,Available Timing,Location
Tandoori Fusion 6551,Breakfast,6:00 AM - 10:00 AM,UK
Golden Thunder 468,Snacks,3:00 PM - 6:00 PM,Canada
Grilled Snack 3587,Dinner,6:00 PM - 10:00 PM,Japan
Sizzling Thunder 2224,Lunch,11:00 AM - 3:00 PM,South Africa
Veg Twist 4200,Dinner,6:00 PM - 10:00 PM,USA
Crispy Brew 6317,Beverages,8:00 AM - 10:00 PM,Brazil
Grilled Thunder 3691,Lunch,11:00 AM - 3:00 PM,Brazil
Golden Delight 6639,Dinner,6:00 PM - 10:00 PM,India
Herbal Delight 6936,Beverages,8:00 AM - 10:00 PM,Germany
Veg Delight 5150,Snacks,3:00 PM - 6:00 PM,Germany
Sizzling Twist 4366,Snacks,3:00 PM - 6:00 PM,USA
Grilled Treat 947,Beverages,8:00 AM - 10:00 PM,India
Crispy Fusion 4142,Beverages,8:00 AM - 10:00 PM,Canada
Sizzling Thunder 3295,Desserts,11:00 AM - 11:00 PM,Germany
Spicy Delight 5196,Lunch,11:00 AM - 3:00 PM,USA
Crispy Burst 5261,Snacks,3:00 PM - 6:00 PM,China
Tandoori Burst 8891,Breakfast,6:00 AM - 10:00 AM,China
Zesty Brew 4008,Breakfast,6:00 AM - 10:00 AM,UK
Crispy Burst 2565,Breakfast,6:00 AM - 10:00 AM,South Africa
Veg Fusion 6321,Beverages,8:00 AM - 10:00 PM,Japan
Golden Treat 6110,Breakfast,6:00 AM - 10:00 AM,India
Tandoori Thunder 7277,Desserts,11:00 AM - 11:00 PM,Australia
Spicy Snack 8394,Desserts,11:00 AM - 11:00 PM,India
Golden Treat 4094,Lunch,11:00 AM - 3:00 PM,USA
Herbal Thunder 6689,Dinner,6:00 PM - 10:00 PM,South Africa
Spicy Thunder 2194,Snacks,3:00 PM - 6:00 PM,UK
Veg Delight 8030,Breakfast,6:00 AM - 10:00 AM,Japan
Grilled Burst 595,Beverages,8:00 AM - 10:00 PM,India
Tandoori Burst 5785,Dinner,6:00 PM - 10:00 PM,South Africa
Zesty Brew 8195,Beverages,8:00 AM - 10:00 PM,Canada
Zesty Crunch 5468,Lunch,11:00 AM - 3:00 PM,India
Choco Snack 8905,Lunch,11:00 AM - 3:00 PM,Japan
Grilled Blaze 6768,Lunch,11:00 AM - 3:00 PM,India
Golden Thunder 4039,Desserts,11:00 AM - 11:00 PM,Canada
Grilled Blaze 5666,Dinner,6:00 PM - 10:00 PM,Canada
Tandoori Crunch 7943,Breakfast,6:00 AM - 10:00 AM,India
Grilled Fusion 6076,Dinner,6:00 PM - 10:00 PM,South Africa
Crispy Delight 1662,Dinner,6:00 PM - 10:00 PM,South Africa
Golden Delight 8399,Breakfast,6:00 AM - 10:00 AM,Australia
Grilled Brew 2822,Desserts,11:00 AM - 11:00 PM,USA
Golden Delight 6622,Snacks,3:00 PM - 6:00 PM,India
Golden Treat 2967,Beverages,8:00 AM - 10:00 PM,USA
Choco Fusion 9138,Snacks,3:00 PM - 6:00 PM,Japan
Zesty Thunder 8818,Dinner,6:00 PM - 10:00 PM,Germany
Sizzling Treat 2967,Beverages,8:00 AM - 10:00 PM,Japan
Spicy Thunder 8410,Beverages,8:00 AM - 10:00 PM,Germany
Spicy Crunch 1334,Snacks,3:00 PM - 6:00 PM,USA
Tandoori Fusion 2942,Beverages,8:00 AM - 10:00 PM,Canada
Crispy Crunch 9087,Lunch,11:00 AM - 3:00 PM,Australia
Veg Twist 7374,Beverages,8:00 AM - 10:00 PM,South Africa
Spicy Burst 9550,Snacks,3:00 PM - 6:00 PM,China
Veg Fusion 3508,Snacks,3:00 PM - 6:00 PM,South Africa
Veg Snack 3000,Lunch,11:00 AM - 3:00 PM,South Africa
Golden Crunch 6885,Lunch,11:00 AM - 3:00 PM,Canada
Golden Fusion 682,Desserts,11:00 AM - 11:00 PM,Germany
Zesty Thunder 8884,Beverages,8:00 AM - 10:00 PM,South Africa
Choco Twist 7168,Desserts,11:00 AM - 11:00 PM,China
Zesty Snack 8224,Dinner,6:00 PM - 10:00 PM,South Africa
Zesty Burst 1302,Beverages,8:00 AM - 10:00 PM,UK
Crispy Burst 4655,Snacks,3:00 PM - 6:00 PM,Japan
Zesty Brew 306,Breakfast,6:00 AM - 10:00 AM,Australia
Sizzling Burst 5795,Dinner,6:00 PM - 10:00 PM,Germany
Golden Brew 5717,Beverages,8:00 AM - 10:00 PM,UK
Veg Brew 6373,Desserts,11:00 AM - 11:00 PM,UK
Sizzling Crunch 8453,Dinner,6:00 PM - 10:00 PM,UK
Crispy Brew 4870,Dinner,6:00 PM - 10:00 PM,UK
Sizzling Crunch 1168,Beverages,8:00 AM - 10:00 PM,UK
Zesty Brew 8007,Snacks,3:00 PM - 6:00 PM,UK
Sizzling Delight 7683,Desserts,11:00 AM - 11:00 PM,India
Veg Blaze 4442,Snacks,3:00 PM - 6:00 PM,South Africa
Spicy Crunch 2058,Dinner,6:00 PM - 10:00 PM,Australia
Zesty Crunch 2671,Snacks,3:00 PM - 6:00 PM,South Africa
Spicy Delight 2625,Beverages,8:00 AM - 10:00 PM,Australia
Tandoori Brew 4514,Breakfast,6:00 AM - 10:00 AM,Japan
Herbal Burst 4180,Desserts,11:00 AM - 11:00 PM,China
Herbal Twist 3551,Dinner,6:00 PM - 10:00 PM,Brazil
Tandoori Blaze 5882,Snacks,3:00 PM - 6:00 PM,Australia
Herbal Delight 9495,Snacks,3:00 PM - 6:00 PM,Australia
Veg Snack 758,Desserts,11:00 AM - 11:00 PM,Brazil
Golden Crunch 9960,Snacks,3:00 PM - 6:00 PM,India
Golden Crunch 8744,Snacks,3:00 PM - 6:00 PM,Japan
Zesty Blaze 9818,Lunch,11:00 AM - 3:00 PM,Australia
Herbal Delight 5957,Breakfast,6:00 AM - 10:00 AM,Australia
Zesty Snack 879,Lunch,11:00 AM - 3:00 PM,India
Zesty Delight 4729,Lunch,11:00 AM - 3:00 PM,Japan
Tandoori Fusion 823,Breakfast,6:00 AM - 10:00 AM,Canada
Veg Crunch 8849,Snacks,3:00 PM - 6:00 PM,Brazil
Crispy Delight 4939,Beverages,8:00 AM - 10:00 PM,South Africa
Golden Fusion 7213,Dinner,6:00 PM - 10:00 PM,Germany
Tandoori Burst 1940,Beverages,8:00 AM - 10:00 PM,Brazil
Herbal Burst 2845,Lunch,11:00 AM - 3:00 PM,South Africa
Zesty Fusion 8586,Desserts,11:00 AM - 11:00 PM,Germany
Sizzling Treat 7006,Desserts,11:00 AM - 11:00 PM,South Africa
Sizzling Delight 6650,Beverages,8:00 AM - 10:00 PM,UK
Zesty Treat 5086,Beverages,8:00 AM - 10:00 PM,UK
Veg Snack 2801,Desserts,11:00 AM - 11:00 PM,Canada
Grilled Twist 4577,Lunch,11:00 AM - 3:00 PM,UK
Choco Twist 2666,Dinner,6:00 PM - 10:00 PM,South Africa
Spicy Snack 8542,Dinner,6:00 PM - 10:00 PM,Canada
Choco Twist 5054,Breakfast,6:00 AM - 10:00 AM,Australia
Zesty Treat 4268,Breakfast,6:00 AM - 10:00 AM,USA
Zesty Fusion 8653,Dinner,6:00 PM - 10:00 PM,USA
Tandoori Treat 7625,Beverages,8:00 AM - 10:00 PM,South Africa
Herbal Twist 3399,Beverages,8:00 AM - 10:00 PM,India
Spicy Treat 7052,Breakfast,6:00 AM - 10:00 AM,China
Choco Twist 8584,Desserts,11:00 AM - 11:00 PM,Australia
Crispy Delight 7283,Breakfast,6:00 AM - 10:00 AM,USA
Veg Treat 6641,Lunch,11:00 AM - 3:00 PM,China
Spicy Blaze 6700,Dinner,6:00 PM - 10:00 PM,Japan
Golden Burst 138,Lunch,11:00 AM - 3:00 PM,UK
Veg Treat 188,Beverages,8:00 AM - 10:00 PM,China
Sizzling Brew 428,Dinner,6:00 PM - 10:00 PM,Germany
Golden Brew 4033,Snacks,3:00 PM - 6:00 PM,Germany
Spicy Blaze 6440,Dinner,6:00 PM - 10:00 PM,Germany
Tandoori Fusion 4203,Dinner,6:00 PM - 10:00 PM,UK
Tandoori Twist 2734,Snacks,3:00 PM - 6:00 PM,China
Veg Snack 2122,Snacks,3:00 PM - 6:00 PM,Japan
Crispy Thunder 4735,Dinner,6:00 PM - 10:00 PM,Australia
Zesty Blaze 9327,Snacks,3:00 PM - 6:00 PM,Japan
Veg Fusion 9968,Snacks,3:00 PM - 6:00 PM,Australia
Spicy Crunch 81,Beverages,8:00 AM - 10:00 PM,USA
Herbal Fusion 2144,Desserts,11:00 AM - 11:00 PM,Japan
Herbal Fusion 4418,Dinner,6:00 PM - 10:00 PM,China
Golden Fusion 7654,Breakfast,6:00 AM - 10:00 AM,Canada
Grilled Brew 5611,Breakfast,6:00 AM - 10:00 AM,China
Herbal Burst 1960,Snacks,3:00 PM - 6:00 PM,Brazil
Herbal Treat 388,Desserts,11:00 AM - 11:00 PM,China
Golden Brew 6788,Desserts,11:00 AM - 11:00 PM,Australia
Choco Delight 7527,Beverages,8:00 AM - 10:00 PM,Canada
Veg Snack 5683,Beverages,8:00 AM - 10:00 PM,Germany
Sizzling Brew 7470,Lunch,11:00 AM - 3:00 PM,Brazil
Tandoori Delight 1622,Breakfast,6:00 AM - 10:00 AM,UK
Zesty Twist 9352,Snacks,3:00 PM - 6:00 PM,Canada
Herbal Fusion 4170,Dinner,6:00 PM - 10:00 PM,India
Grilled Treat 1325,Desserts,11:00 AM - 11:00 PM,Japan
Tandoori Fusion 3868,Lunch,11:00 AM - 3:00 PM,China
Tandoori Snack 6433,Lunch,11:00 AM - 3:00 PM,China
Veg Thunder 327,Desserts,11:00 AM - 11:00 PM,USA
Zesty Twist 9276,Snacks,3:00 PM - 6:00 PM,UK
Veg Blaze 8164,Beverages,8:00 AM - 10:00 PM,Japan
Spicy Delight 8964,Dinner,6:00 PM - 10:00 PM,Canada
Veg Snack 4479,Dinner,6:00 PM - 10:00 PM,Australia
Grilled Thunder 2299,Desserts,11:00 AM - 11:00 PM,China
Golden Delight 7666,Dinner,6:00 PM - 10:00 PM,USA
Sizzling Burst 283,Desserts,11:00 AM - 11:00 PM,Australia
Veg Twist 4725,Breakfast,6:00 AM - 10:00 AM,Canada
Golden Twist 1609,Beverages,8:00 AM - 10:00 PM,Japan
Grilled Brew 9569,Lunch,11:00 AM - 3:00 PM,China
Crispy Burst 1324,Lunch,11:00 AM - 3:00 PM,UK
Sizzling Snack 4072,Snacks,3:00 PM - 6:00 PM,Australia
Tandoori Snack 539,Desserts,11:00 AM - 11:00 PM,Australia
Crispy Blaze 4618,Beverages,8:00 AM - 10:00 PM,Japan
Crispy Blaze 3200,Desserts,11:00 AM - 11:00 PM,Japan
Sizzling Blaze 4110,Snacks,3:00 PM - 6:00 PM,Brazil
Veg Delight 2880,Snacks,3:00 PM - 6:00 PM,Canada
Spicy Crunch 8681,Dinner,6:00 PM - 10:00 PM,Brazil
Herbal Treat 720,Beverages,8:00 AM - 10:00 PM,Canada
Zesty Delight 7110,Breakfast,6:00 AM - 10:00 AM,Japan
Sizzling Delight 2523,Breakfast,6:00 AM - 10:00 AM,USA
Tandoori Crunch 409,Lunch,11:00 AM - 3:00 PM,Brazil
Crispy Brew 7306,Beverages,8:00 AM - 10:00 PM,India
Tandoori Snack 9631,Lunch,11:00 AM - 3:00 PM,Germany
Tandoori Twist 7516,Dinner,6:00 PM - 10:00 PM,Australia
Crispy Fusion 134,Dinner,6:00 PM - 10:00 PM,USA
Veg Twist 2861,Desserts,11:00 AM - 11:00 PM,Japan
Tandoori Twist 6586,Snacks,3:00 PM - 6:00 PM,China
Tandoori Crunch 5690,Beverages,8:00 AM - 10:00 PM,China
Spicy Thunder 332,Desserts,11:00 AM - 11:00 PM,China
Zesty Treat 3942,Breakfast,6:00 AM - 10:00 AM,Canada
Spicy Crunch 1358,Desserts,11:00 AM - 11:00 PM,UK
Zesty Fusion 6279,Snacks,3:00 PM - 6:00 PM,China
Spicy Treat 8813,Beverages,8:00 AM - 10:00 PM,Canada
Crispy Treat 8875,Breakfast,6:00 AM - 10:00 AM,Japan
Sizzling Crunch 7958,Dinner,6:00 PM - 10:00 PM,India
Spicy Snack 6290,Lunch,11:00 AM - 3:00 PM,UK
Zesty Treat 5306,Lunch,11:00 AM - 3:00 PM,Germany
Tandoori Thunder 2960,Lunch,11:00 AM - 3:00 PM,China
Grilled Snack 3948,Lunch,11:00 AM - 3:00 PM,India
Zesty Snack 4504,Beverages,8:00 AM - 10:00 PM,China
Golden Fusion 3431,Desserts,11:00 AM - 11:00 PM,USA
Grilled Fusion 643,Desserts,11:00 AM - 11:00 PM,Germany
Veg Brew 2950,Beverages,8:00 AM - 10:00 PM,USA
Veg Blaze 3687,Beverages,8:00 AM - 10:00 PM,Australia
Crispy Delight 4221,Dinner,6:00 PM - 10:00 PM,South Africa
Golden Crunch 713,Beverages,8:00 AM - 10:00 PM,Canada
Golden Twist 9224,Desserts,11:00 AM - 11:00 PM,India
Veg Thunder 454,Lunch,11:00 AM - 3:00 PM,Brazil
Crispy Crunch 4968,Snacks,3:00 PM - 6:00 PM,China
Crispy Brew 6961,Lunch,11:00 AM - 3:00 PM,USA
Grilled Blaze 6074,Beverages,8:00 AM - 10:00 PM,Brazil
Crispy Twist 4044,Desserts,11:00 AM - 11:00 PM,Australia
Grilled Snack 4121,Beverages,8:00 AM - 10:00 PM,USA
Herbal Crunch 7128,Breakfast,6:00 AM - 10:00 AM,China
Choco Thunder 60,Breakfast,6:00 AM - 10:00 AM,Australia
Spicy Crunch 7897,Dinner,6:00 PM - 10:00 PM,South Africa
Sizzling Treat 9208,Lunch,11:00 AM - 3:00 PM,Brazil
Veg Snack 4290,Lunch,11:00 AM - 3:00 PM,Brazil
Herbal Fusion 3191,Snacks,3:00 PM - 6:00 PM,UK
Tandoori Blaze 270,Snacks,3:00 PM - 6:00 PM,China
Herbal Fusion 9784,Beverages,8:00 AM - 10:00 PM,India
Tandoori Snack 5208,Snacks,3:00 PM - 6:00 PM,USA
Grilled Burst 4365,Desserts,11:00 AM - 11:00 PM,China
Golden Burst 9817,Snacks,3:00 PM - 6:00 PM,China
Tandoori Crunch 9274,Lunch,11:00 AM - 3:00 PM,South Africa
Crispy Burst 9854,Beverages,8:00 AM - 10:00 PM,USA
Veg Fusion 8437,Snacks,3:00 PM - 6:00 PM,Australia
Sizzling Burst 7129,Snacks,3:00 PM - 6:00 PM,Germany
Spicy Crunch 8561,Desserts,11:00 AM - 11:00 PM,USA
Crispy Treat 2272,Desserts,11:00 AM - 11:00 PM,Japan
Crispy Twist 8542,Snacks,3:00 PM - 6:00 PM,UK
Grilled Burst 8260,Lunch,11:00 AM - 3:00 PM,USA
Zesty Treat 4154,Lunch,11:00 AM - 3:00 PM,India
Crispy Burst 6678,Lunch,11:00 AM - 3:00 PM,South Africa
Golden Delight 6946,Beverages,8:00 AM - 10:00 PM,Germany
Tandoori Delight 6320,Breakfast,6:00 AM - 10:00 AM,Brazil
Veg Burst 6744,Breakfast,6:00 AM - 10:00 AM,Canada
Spicy Burst 4758,Beverages,8:00 AM - 10:00 PM,China
Sizzling Twist 4590,Dinner,6:00 PM - 10:00 PM,Canada
Crispy Fusion 6599,Lunch,11:00 AM - 3:00 PM,Japan
Crispy Delight 3649,Breakfast,6:00 AM - 10:00 AM,Brazil
Choco Blaze 378,Snacks,3:00 PM - 6:00 PM,China
Crispy Delight 174,Breakfast,6:00 AM - 10:00 AM,Brazil
Crispy Delight 2766,Lunch,11:00 AM - 3:00 PM,UK
Sizzling Fusion 4490,Beverages,8:00 AM - 10:00 PM,Canada
Veg Crunch 620,Snacks,3:00 PM - 6:00 PM,UK
Herbal Twist 7461,Beverages,8:00 AM - 10:00 PM,USA
Crispy Treat 9258,Beverages,8:00 AM - 10:00 PM,India
Choco Blaze 5821,Lunch,11:00 AM - 3:00 PM,USA
Sizzling Delight 1287,Snacks,3:00 PM - 6:00 PM,South Africa
Sizzling Brew 5724,Lunch,11:00 AM - 3:00 PM,South Africa
Zesty Treat 9333,Snacks,3:00 PM - 6:00 PM,South Africa
Herbal Treat 3109,Snacks,3:00 PM - 6:00 PM,South Africa
Tandoori Burst 2602,Beverages,8:00 AM - 10:00 PM,Japan
Choco Snack 340,Beverages,8:00 AM - 10:00 PM,South Africa
Veg Twist 1295,Lunch,11:00 AM - 3:00 PM,Brazil
Grilled Brew 6296,Beverages,8:00 AM - 10:00 PM,South Africa
Herbal Snack 7486,Snacks,3:00 PM - 6:00 PM,Canada
Spicy Burst 7599,Dinner,6:00 PM - 10:00 PM,Australia
Spicy Snack 9413,Dinner,6:00 PM - 10:00 PM,Australia
Tandoori Fusion 3698,Snacks,3:00 PM - 6:00 PM,China
Golden Burst 2199,Breakfast,6:00 AM - 10:00 AM,Brazil
Herbal Snack 8031,Desserts,11:00 AM - 11:00 PM,India
Spicy Snack 9781,Dinner,6:00 PM - 10:00 PM,Canada
Crispy Brew 4386,Lunch,11:00 AM - 3:00 PM,India
Zesty Blaze 3482,Lunch,11:00 AM - 3:00 PM,Japan
Crispy Fusion 3822,Desserts,11:00 AM - 11:00 PM,Canada
Golden Thunder 7059,Desserts,11:00 AM - 11:00 PM,India
Herbal Twist 490,Breakfast,6:00 AM - 10:00 AM,UK
Zesty Brew 1430,Desserts,11:00 AM - 11:00 PM,Canada
Choco Brew 2662,Breakfast,6:00 AM - 10:00 AM,South Africa
Spicy Treat 7645,Breakfast,6:00 AM - 10:00 AM,India
Herbal Twist 4889,Dinner,6:00 PM - 10:00 PM,Germany
Spicy Delight 5706,Dinner,6:00 PM - 10:00 PM,China
Golden Twist 2896,Snacks,3:00 PM - 6:00 PM,China
Crispy Fusion 9563,Dinner,6:00 PM - 10:00 PM,Brazil
Grilled Thunder 6013,Dinner,6:00 PM - 10:00 PM,Brazil
Sizzling Burst 1679,Beverages,8:00 AM - 10:00 PM,USA
Sizzling Fusion 8613,Snacks,3:00 PM - 6:00 PM,Germany
Sizzling Snack 2574,Snacks,3:00 PM - 6:00 PM,Canada
Choco Blaze 8067,Desserts,11:00 AM - 11:00 PM,USA
Crispy Thunder 188,Desserts,11:00 AM - 11:00 PM,China
Veg Thunder 1950,Dinner,6:00 PM - 10:00 PM,Canada
Golden Snack 4952,Beverages,8:00 AM - 10:00 PM,Japan
Choco Crunch 3035,Dinner,6:00 PM - 10:00 PM,India
Spicy Blaze 7500,Beverages,8:00 AM - 10:00 PM,South Africa
Golden Fusion 8162,Snacks,3:00 PM - 6:00 PM,Germany
Tandoori Brew 178,Breakfast,6:00 AM - 10:00 AM,Brazil
Golden Crunch 4151,Lunch,11:00 AM - 3:00 PM,China
Zesty Fusion 5070,Desserts,11:00 AM - 11:00 PM,China
Golden Delight 9463,Dinner,6:00 PM - 10:00 PM,Japan
Spicy Burst 1825,Snacks,3:00 PM - 6:00 PM,South Africa
Zesty Snack 4726,Lunch,11:00 AM - 3:00 PM,Japan
Veg Burst 3870,Breakfast,6:00 AM - 10:00 AM,Japan
Golden Snack 3459,Lunch,11:00 AM - 3:00 PM,Canada
Choco Burst 2187,Dinner,6:00 PM - 10:00 PM,USA
Crispy Crunch 6460,Desserts,11:00 AM - 11:00 PM,USA
Crispy Delight 3646,Beverages,8:00 AM - 10:00 PM,USA
Herbal Treat 8607,Breakfast,6:00 AM - 10:00 AM,UK
Veg Delight 4281,Lunch,11:00 AM - 3:00 PM,Brazil
Spicy Twist 2004,Dinner,6:00 PM - 10:00 PM,Japan
Herbal Twist 3885,Snacks,3:00 PM - 6:00 PM,Australia
Zesty Brew 3335,Breakfast,6:00 AM - 10:00 AM,UK
Tandoori Thunder 6521,Beverages,8:00 AM - 10:00 PM,China
Herbal Blaze 4346,Breakfast,6:00 AM - 10:00 AM,USA
Tandoori Twist 523,Desserts,11:00 AM - 11:00 PM,Canada
Spicy Crunch 9344,Beverages,8:00 AM - 10:00 PM,Brazil
Crispy Brew 2573,Desserts,11:00 AM - 11:00 PM,Japan
Sizzling Twist 9361,Breakfast,6:00 AM - 10:00 AM,UK
Crispy Blaze 3500,Beverages,8:00 AM - 10:00 PM,UK
Sizzling Delight 8844,Breakfast,6:00 AM - 10:00 AM,UK
Grilled Treat 9858,Dinner,6:00 PM - 10:00 PM,Germany
Crispy Delight 9384,Lunch,11:00 AM - 3:00 PM,Germany
Tandoori Crunch 1841,Breakfast,6:00 AM - 10:00 AM,Japan
Herbal Twist 5501,Desserts,11:00 AM - 11:00 PM,Brazil
Zesty Fusion 1167,Breakfast,6:00 AM - 10:00 AM,Canada
Tandoori Blaze 1874,Breakfast,6:00 AM - 10:00 AM,Canada
Tandoori Brew 8744,Snacks,3:00 PM - 6:00 PM,UK
Choco Treat 2847,Dinner,6:00 PM - 10:00 PM,Brazil
Crispy Snack 4113,Desserts,11:00 AM - 11:00 PM,South Africa
Tandoori Delight 6499,Lunch,11:00 AM - 3:00 PM,USA
Herbal Snack 5199,Lunch,11:00 AM - 3:00 PM,UK
Sizzling Fusion 3920,Snacks,3:00 PM - 6:00 PM,Brazil
Sizzling Fusion 9717,Dinner,6:00 PM - 10:00 PM,UK
Crispy Delight 7793,Dinner,6:00 PM - 10:00 PM,South Africa
Grilled Twist 8208,Snacks,3:00 PM - 6:00 PM,India
Golden Burst 4794,Snacks,3:00 PM - 6:00 PM,USA
Zesty Burst 8264,Desserts,11:00 AM - 11:00 PM,Japan
Crispy Fusion 3687,Beverages,8:00 AM - 10:00 PM,Brazil
Veg Treat 8372,Breakfast,6:00 AM - 10:00 AM,India
Golden Crunch 4022,Dinner,6:00 PM - 10:00 PM,Canada
Veg Brew 3048,Snacks,3:00 PM - 6:00 PM,UK
Herbal Delight 2558,Lunch,11:00 AM - 3:00 PM,China
Veg Crunch 4110,Dinner,6:00 PM - 10:00 PM,India
Zesty Snack 6013,Lunch,11:00 AM - 3:00 PM,India
Sizzling Crunch 203,Snacks,3:00 PM - 6:00 PM,South Africa
Crispy Thunder 2215,Breakfast,6:00 AM - 10:00 AM,Japan
Zesty Thunder 9724,Dinner,6:00 PM - 10:00 PM,Japan
Veg Fusion 6492,Breakfast,6:00 AM - 10:00 AM,South Africa
Grilled Crunch 3663,Beverages,8:00 AM - 10:00 PM,South Africa
Choco Delight 7183,Desserts,11:00 AM - 11:00 PM,Japan
Grilled Twist 5361,Beverages,8:00 AM - 10:00 PM,Japan
Crispy Thunder 9783,Beverages,8:00 AM - 10:00 PM,South Africa
Grilled Treat 6756,Lunch,11:00 AM - 3:00 PM,Brazil
Veg Delight 3594,Beverages,8:00 AM - 10:00 PM,USA
Grilled Brew 2706,Beverages,8:00 AM - 10:00 PM,India
Golden Snack 5283,Beverages,8:00 AM - 10:00 PM,Canada
Sizzling Fusion 4583,Breakfast,6:00 AM - 10:00 AM,China
Sizzling Fusion 8154,Lunch,11:00 AM - 3:00 PM,China
Herbal Brew 4378,Dinner,6:00 PM - 10:00 PM,Australia
Tandoori Blaze 8043,Dinner,6:00 PM - 10:00 PM,Brazil
Crispy Fusion 7346,Desserts,11:00 AM - 11:00 PM,China
Crispy Snack 9211,Breakfast,6:00 AM - 10:00 AM,UK
Grilled Treat 7661,Desserts,11:00 AM - 11:00 PM,Australia
Tandoori Thunder 2080,Lunch,11:00 AM - 3:00 PM,Germany
Crispy Fusion 6998,Dinner,6:00 PM - 10:00 PM,Australia
Spicy Treat 4979,Beverages,8:00 AM - 10:00 PM,Australia
Crispy Blaze 790,Breakfast,6:00 AM - 10:00 AM,China
Sizzling Brew 4161,Lunch,11:00 AM - 3:00 PM,Canada
Grilled Delight 7401,Desserts,11:00 AM - 11:00 PM,Canada
Sizzling Brew 9208,Lunch,11:00 AM - 3:00 PM,UK
Choco Fusion 6727,Snacks,3:00 PM - 6:00 PM,Japan
Spicy Twist 4608,Snacks,3:00 PM - 6:00 PM,India
Tandoori Brew 2383,Lunch,11:00 AM - 3:00 PM,UK
Tandoori Blaze 7959,Lunch,11:00 AM - 3:00 PM,China
Crispy Fusion 4332,Beverages,8:00 AM - 10:00 PM,China
Veg Snack 4813,Breakfast,6:00 AM - 10:00 AM,Canada
Veg Treat 6225,Beverages,8:00 AM - 10:00 PM,UK
Spicy Brew 8887,Lunch,11:00 AM - 3:00 PM,India
Zesty Delight 5672,Dinner,6:00 PM - 10:00 PM,Australia
Zesty Crunch 2600,Dinner,6:00 PM - 10:00 PM,Germany
Herbal Treat 6403,Beverages,8:00 AM - 10:00 PM,China
Sizzling Delight 3689,Lunch,11:00 AM - 3:00 PM,Brazil
Sizzling Thunder 2733,Dinner,6:00 PM - 10:00 PM,India
Tandoori Brew 2812,Dinner,6:00 PM - 10:00 PM,USA
Golden Crunch 2820,Breakfast,6:00 AM - 10:00 AM,USA
Choco Delight 7842,Snacks,3:00 PM - 6:00 PM,China
Veg Brew 3202,Dinner,6:00 PM - 10:00 PM,South Africa
Veg Burst 871,Breakfast,6:00 AM - 10:00 AM,Brazil
Tandoori Burst 2618,Lunch,11:00 AM - 3:00 PM,UK
Crispy Crunch 1729,Beverages,8:00 AM - 10:00 PM,Canada
Sizzling Treat 9426,Beverages,8:00 AM - 10:00 PM,Germany
Crispy Brew 1220,Dinner,6:00 PM - 10:00 PM,USA
Sizzling Twist 6247,Desserts,11:00 AM - 11:00 PM,USA
Veg Twist 1626,Snacks,3:00 PM - 6:00 PM,Japan
Tandoori Fusion 3054,Breakfast,6:00 AM - 10:00 AM,Japan
Herbal Blaze 1258,Snacks,3:00 PM - 6:00 PM,China
Grilled Crunch 3721,Dinner,6:00 PM - 10:00 PM,Canada
Grilled Snack 997,Desserts,11:00 AM - 11:00 PM,India
Sizzling Treat 7160,Beverages,8:00 AM - 10:00 PM,UK
Sizzling Thunder 3048,Snacks,3:00 PM - 6:00 PM,Brazil
Sizzling Fusion 8848,Lunch,11:00 AM - 3:00 PM,Germany
Golden Treat 5148,Dinner,6:00 PM - 10:00 PM,UK
Herbal Brew 1393,Snacks,3:00 PM - 6:00 PM,China
Golden Fusion 2862,Desserts,11:00 AM - 11:00 PM,Brazil
Veg Delight 728,Breakfast,6:00 AM - 10:00 AM,South Africa
Herbal Thunder 5701,Lunch,11:00 AM - 3:00 PM,Brazil
Golden Crunch 5176,Snacks,3:00 PM - 6:00 PM,Japan
Tandoori Thunder 9272,Desserts,11:00 AM - 11:00 PM,Brazil
Spicy Fusion 2090,Breakfast,6:00 AM - 10:00 AM,Germany
Veg Delight 8320,Beverages,8:00 AM - 10:00 PM,South Africa
Tandoori Burst 8387,Snacks,3:00 PM - 6:00 PM,Australia
Tandoori Thunder 6365,Dinner,6:00 PM - 10:00 PM,Brazil
Herbal Treat 1313,Snacks,3:00 PM - 6:00 PM,Brazil
Crispy Snack 5364,Dinner,6:00 PM - 10:00 PM,Canada
Grilled Brew 4045,Breakfast,6:00 AM - 10:00 AM,Germany
Choco Twist 3578,Desserts,11:00 AM - 11:00 PM,China
Golden Burst 2650,Desserts,11:00 AM - 11:00 PM,USA
Tandoori Twist 8634,Dinner,6:00 PM - 10:00 PM,UK
Golden Treat 9903,Breakfast,6:00 AM - 10:00 AM,Australia
Choco Treat 9304,Lunch,11:00 AM - 3:00 PM,Brazil
Tandoori Twist 8384,Beverages,8:00 AM - 10:00 PM,India
Crispy Treat 4331,Lunch,11:00 AM - 3:00 PM,Canada
Crispy Fusion 5171,Dinner,6:00 PM - 10:00 PM,India
Zesty Blaze 5035,Dinner,6:00 PM - 10:00 PM,USA
Veg Treat 1872,Breakfast,6:00 AM - 10:00 AM,China
Golden Crunch 1539,Desserts,11:00 AM - 11:00 PM,Canada
Herbal Brew 564,Desserts,11:00 AM - 11:00 PM,Brazil
Golden Blaze 4202,Beverages,8:00 AM - 10:00 PM,India
Sizzling Brew 2156,Snacks,3:00 PM - 6:00 PM,Australia
Zesty Snack 3651,Lunch,11:00 AM - 3:00 PM,Japan
